time_s,qpos,qpos_unshifted,qvel,qact,target_qvel,qtorque_cmd,kp,kd
0.0,-0.0263214111328125,-0.0263214111328125,0.0,0.0,0.18862749367826442,0.7716439644379938,20.0,1.3
0.001,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.00018862749367826444,0.18875940317959639,0.764159735860068,20.0,1.3
0.002,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.0003775188063591927,0.1890231845045634,0.7682804778361436,20.0,1.3
0.003,-0.0263214111328125,-0.0263214111328125,-0.026372909545898438,0.0005666738626873912,0.1892868901594324,0.8181194395269279,20.0,1.3
0.004,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.0007560925866780575,0.18955051951371243,0.7765374889544147,20.0,1.3
0.005,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.000945774901714816,0.1898140719347468,0.7806737534024946,20.0,1.3
0.006,-0.0263214111328125,-0.0263214111328125,0.017581939697265625,0.001135720730547551,0.19007754678771066,0.7733869264847796,20.0,1.3
0.007,-0.0263214111328125,-0.0263214111328125,-0.017581939697265625,0.0013259299952902374,0.1903409434356086,0.8232465706347912,20.0,1.3
0.008,-0.0263214111328125,-0.0263214111328125,0.0,0.0015164026174187683,0.1906042612392722,0.8045418146156792,20.0,1.3
0.009000000000000001,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.001707138517768782,0.19086749955735816,0.7972704816329685,20.0,1.3
0.01,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.0018981376165334842,0.19113065774634397,0.8014325692539442,20.0,1.3
0.011,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.00208939983326147,0.19139373516052816,0.8284563358333886,20.0,1.3
0.012,-0.0263214111328125,-0.0263214111328125,0.0,0.002280925086854541,0.1916567311520272,0.8212004748909761,20.0,1.3
0.013000000000000001,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.0024727132955655244,0.19191964507077164,0.813949766356341,20.0,1.3
0.014,-0.0263214111328125,-0.0263214111328125,0.0,0.0026647643769960837,0.19218247626450324,0.8295607293400259,20.0,1.3
0.015,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.0028570782480945305,0.19244522407877662,0.8223203181173275,20.0,1.3
0.016,-0.0263214111328125,-0.0263214111328125,0.0,0.0030496548251536374,0.19270788785695436,0.8379415733733634,20.0,1.3
0.017,-0.0263214111328125,-0.0263214111328125,0.0,0.0032424940238084394,0.1929704669402028,0.8421397101546825,20.0,1.3
0.018000000000000002,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.003435595759034043,0.19323296066749163,0.8577712475078927,20.0,1.3
0.019,-0.0263214111328125,-0.0263214111328125,0.0,0.003628959945143423,0.19349536837559378,0.8505514004473904,20.0,1.3
0.02,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.00382258649578523,0.1937576893990791,0.8661932095939802,20.0,1.3
0.021,-0.0263214111328125,-0.0263214111328125,0.017581939697265625,0.004016475323941581,0.19401992307031146,0.8361271075200413,20.0,1.3
0.022,-0.0263214111328125,-0.0263214111328125,0.0,0.004210626341925853,0.1942820687194522,0.863207438830055,20.0,1.3
0.023,-0.0263214111328125,-0.0263214111328125,0.0,0.0044050394613804845,0.19454412567445356,0.8674363752606493,20.0,1.3
0.024,-0.0263214111328125,-0.0263214111328125,0.0,0.0045997145932747605,0.1948060932610569,0.8716704357611192,20.0,1.3
0.025,-0.0263214111328125,-0.0263214111328125,0.0,0.004794651647902598,0.19506797080278782,0.8759096176579262,20.0,1.3
0.026000000000000002,-0.0263214111328125,-0.0263214111328125,0.0,0.004989850534880337,0.19532975762096028,0.8801539182611051,20.0,1.3
0.027,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.005185311163144519,0.1955914530346714,0.8729750740609905,20.0,1.3
0.028,-0.0263214111328125,-0.0263214111328125,0.0,0.005381033440949678,0.19585305636079076,0.8886578647442716,20.0,1.3
0.029,-0.0263214111328125,-0.0263214111328125,0.0,0.005577017275866102,0.19611456691397633,0.8929175051617413,20.0,1.3
0.03,-0.0263214111328125,-0.0263214111328125,0.0,0.005773262574777631,0.19637598400665635,0.8971822533604559,20.0,1.3
0.031,-0.0263214111328125,-0.0263214111328125,0.0,0.005969769243879414,0.19663730694902926,0.9014521065675765,20.0,1.3
0.032,-0.0263214111328125,-0.0263214111328125,0.0,0.00616653718867569,0.19689853504907084,0.905727061993556,20.0,1.3
0.033,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.006363566313977556,0.19715966761252135,0.8985788560288561,20.0,1.3
0.034,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.006560856523900733,0.19742070394289035,0.9257205290632448,20.0,1.3
0.035,-0.0263214111328125,-0.0263214111328125,0.017581939697265625,0.006758407721863337,0.197681643341451,0.8957259918309577,20.0,1.3
0.036000000000000004,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.006956219810583635,0.19794248510723556,0.9343061103105517,20.0,1.3
0.037,-0.0263214111328125,-0.0263214111328125,0.0,0.007154292692077806,0.19820322853703898,0.9271782735959567,20.0,1.3
0.038,-0.0263214111328125,-0.0263214111328125,0.0,0.007352626267657713,0.19846387292541756,0.9314837828124471,20.0,1.3
0.039,-0.0263214111328125,-0.0263214111328125,0.0,0.007551220437928641,0.19872441756467518,0.9357943742489006,20.0,1.3
0.04,-0.0263214111328125,-0.0263214111328125,0.0,0.007750075102787064,0.1989848617448744,0.9401100449803281,20.0,1.3
0.041,-0.0263214111328125,-0.0263214111328125,0.0,0.007949190161418391,0.19924520475382845,0.9444307920645947,20.0,1.3
0.042,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.00814856551229472,0.1995054458770964,0.9601848733455922,20.0,1.3
0.043000000000000003,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.008348201053172584,0.19976558439798797,0.9416592426338634,20.0,1.3
0.044,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.008548096681090694,0.20002561959755472,0.9459952009516623,20.0,1.3
0.045,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.008748252292367692,0.2002855507545913,0.9731927452877952,20.0,1.3
0.046,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.008948667782599878,0.20054537714563647,0.9546823077943525,20.0,1.3
0.047,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.009149343046658966,0.20080509804496138,0.9818899718511018,20.0,1.3
0.048,-0.0263214111328125,-0.0263214111328125,0.0,0.0093502779786898,0.20106471272457327,0.9748179087719913,20.0,1.3
0.049,-0.0263214111328125,-0.0263214111328125,0.017581939697265625,0.009551472472108111,0.20132422045421716,0.9563226370824491,20.0,1.3
0.05,-0.0263214111328125,-0.0263214111328125,0.017581939697265625,0.009752926419598235,0.20158362050137058,0.9606889360935511,20.0,1.3
0.051000000000000004,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.009954639713110853,0.20184291213123462,0.9993450634922947,20.0,1.3
0.052000000000000005,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.010156612243860705,0.20210209460674378,1.0037214513254538,20.0,1.3
0.053,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.010358843902324338,0.20236116718855435,0.9852463572446348,20.0,1.3
0.054,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.010561334578237814,0.2026201291350498,0.9896328212933483,20.0,1.3
0.055,-0.0263214111328125,-0.0263214111328125,0.0,0.010764084160594437,0.20287897970233004,1.0054525794811677,20.0,1.3
0.056,-0.0263214111328125,-0.0263214111328125,0.0,0.010967092537642473,0.203137718144216,1.0098491069965803,20.0,1.3
0.057,-0.0263214111328125,-0.0263214111328125,0.0,0.01117035959688287,0.20339634371224946,1.0142506614198317,20.0,1.3
0.058,-0.0263214111328125,-0.0263214111328125,0.0,0.011373885225066974,0.2036548556556843,1.018657239509979,20.0,1.3
0.059000000000000004,-0.0263214111328125,-0.0263214111328125,0.017581939697265625,0.01157766930819424,0.20391325322148557,1.0002123164016208,20.0,1.3
0.06,-0.0263214111328125,-0.0263214111328125,-0.017581939697265625,0.011781711731509941,0.20417153565432766,1.0503419752435201,20.0,1.3
0.061,-0.0263214111328125,-0.0263214111328125,0.017581939697265625,0.011986012379502895,0.20442970219660417,1.009050561495448,20.0,1.3
0.062,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.01219057113590315,0.20468775208840562,1.047761983892463,20.0,1.3
0.063,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.012395387883679707,0.20494568456753015,1.0293371094644108,20.0,1.3
0.064,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.01260046250503821,0.2052034988694782,1.0337737604841133,20.0,1.3
0.065,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.012805794881418664,0.205461194227456,1.0610719335835388,20.0,1.3
0.066,-0.0263214111328125,-0.0263214111328125,0.0,0.013011384893493124,0.20571876987236237,1.0540903213601838,20.0,1.3
0.067,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.01321723242116339,0.20597622503279567,1.0471137028189297,20.0,1.3
0.068,-0.0263214111328125,-0.0263214111328125,-0.008790969848632812,0.013423337343558715,0.20623355893504947,1.0744268569462112,20.0,1.3
0.069,-0.0263214111328125,-0.0263214111328125,0.008790969848632812,0.013629699539033488,0.20649077080311073,1.056031954677741,20.0,1.3
0.07,-0.0263214111328125,-0.0263214111328125,0.0,0.013836318885164936,0.20674785985865807,1.0719268181758042,20.0,1.3
0.07100000000000001,-0.02593994140625,-0.02593994140625,0.008790969848632812,0.014043195258750805,0.2070048253210528,1.0573407454141621,20.0,1.3
0.07200000000000001,-0.02593994140625,-0.02593994140625,0.0,0.014250328535807042,0.20726166640735233,1.073245565170699,20.0,1.3
